job_id,title,category,skills,responsibilities,keywords_raw,experience_level,years_required,source,skills_list,keywords_list,skills_clean,job_text,skills_raw,location,industry,Category
CON005,Junior Analyst – Consulting,CONSULTANT,"Data Analysis, Excel, PowerPoint, Research, Problem Solving, Communication",Conduct quantitative and qualitative research; Build Excel models; Prepare client presentations; Support senior consultants in delivering projects,consulting analyst research data analysis excel presentations problem solving,Junior,1,LinkedIn,"['Data Analysis', 'Excel', 'PowerPoint', 'Research', 'Problem Solving', 'Communication']","['consulting', 'analyst', 'research', 'data', 'analysis', 'excel', 'presentations', 'problem', 'solving']",data analysis excel powerpoint research problem solving communication,CONSULTANT Junior Analyst – Consulting data analysis excel powerpoint research problem solving communication junior 1 year,"Data Analysis, Excel, PowerPoint, Research, Problem Solving, Communication",,,
DM003,Content Strategist,DIGITAL-MEDIA,"Content Strategy, SEO, Editorial Planning, Analytics, Copywriting, CMS",Develop content strategy aligned to business goals; Create editorial calendars; Oversee content production; Measure content performance; Drive SEO improvements,content strategy SEO editorial analytics copywriting CMS,Mid,3,LinkedIn,"['Content Strategy', 'SEO', 'Editorial Planning', 'Analytics', 'Copywriting', 'CMS']","['content', 'strategy', 'SEO', 'editorial', 'analytics', 'copywriting', 'CMS']",content strategy seo editorial planning analytics copywriting cms,DIGITAL-MEDIA Content Strategist content strategy seo editorial planning analytics copywriting cms mid 3 years,"Content Strategy, SEO, Editorial Planning, Analytics, Copywriting, CMS",,,
DM004,Video Producer,DIGITAL-MEDIA,"Video Production, Adobe Premiere, After Effects, Scriptwriting, Directing, Colour Grading",Plan and produce video content end-to-end; Write scripts and briefs; Direct video shoots; Edit and grade footage; Deliver across social and digital channels,video production premiere after effects scriptwriting directing editing,Mid,4,Indeed,"['Video Production', 'Adobe Premiere', 'After Effects', 'Scriptwriting', 'Directing', 'Colour Grading']","['video', 'production', 'premiere', 'after', 'effects', 'scriptwriting', 'directing', 'editing']",video production adobe premiere after effects scriptwriting directing colour grading,DIGITAL-MEDIA Video Producer video production adobe premiere after effects scriptwriting directing colour grading mid 4 years,"Video Production, Adobe Premiere, After Effects, Scriptwriting, Directing, Colour Grading",,,
DM005,Head of Digital Marketing,DIGITAL-MEDIA,"Digital Strategy, Paid Media, SEO/SEM, Marketing Analytics, Brand Management, Leadership",Lead digital marketing strategy; Oversee paid and organic channels; Manage agency relationships; Analyse performance across all digital touchpoints; Report to C-suite,digital marketing strategy paid media SEO SEM analytics brand leadership,Senior,9,LinkedIn,"['Digital Strategy', 'Paid Media', 'SEO/SEM', 'Marketing Analytics', 'Brand Management', 'Leadership']","['digital', 'marketing', 'strategy', 'paid', 'media', 'SEO', 'SEM', 'analytics', 'brand', 'leadership']",digital strategy paid media seo/sem marketing analytics brand management leadership,DIGITAL-MEDIA Head of Digital Marketing digital strategy paid media seo/sem marketing analytics brand management leadership senior 9 years,"Digital Strategy, Paid Media, SEO/SEM, Marketing Analytics, Brand Management, Leadership",,,
DM006,Social Media Coordinator,DIGITAL-MEDIA,"Social Media, Content Creation, Canva, Scheduling Tools, Community Management, Copywriting",Create and schedule social media content; Engage with online community; Track social analytics; Support campaigns; Report on performance metrics,social media content creation community management copywriting analytics,Junior,1,LinkedIn,"['Social Media', 'Content Creation', 'Canva', 'Scheduling Tools', 'Community Management', 'Copywriting']","['social', 'media', 'content', 'creation', 'community', 'management', 'copywriting', 'analytics']",social media content creation canva scheduling tools community management copywriting,DIGITAL-MEDIA Social Media Coordinator social media content creation canva scheduling tools community management copywriting junior 1 year,"Social Media, Content Creation, Canva, Scheduling Tools, Community Management, Copywriting",,,
AUTO003,Automotive Sales Consultant,AUTOMOBILE,"Product Knowledge, Customer Service, CRM, Negotiation, Test Drive Management, Finance Products",Advise customers on vehicle selection; Arrange and lead test drives; Present finance options; Negotiate deals; Maintain customer database,automotive sales customer service crm negotiation test drive finance,Junior,1,Indeed,"['Product Knowledge', 'Customer Service', 'CRM', 'Negotiation', 'Test Drive Management', 'Finance Products']","['automotive', 'sales', 'customer', 'service', 'crm', 'negotiation', 'test', 'drive', 'finance']",product knowledge customer service crm negotiation test drive management finance products,AUTOMOBILE Automotive Sales Consultant product knowledge customer service crm negotiation test drive management finance products junior 1 year,"Product Knowledge, Customer Service, CRM, Negotiation, Test Drive Management, Finance Products",,,
AUTO004,EV Systems Engineer,AUTOMOBILE,"Battery Management Systems, CAN Bus, AUTOSAR, Python, MATLAB, Power Electronics, ISO 26262",Design and validate EV powertrain systems; Develop BMS algorithms; Support hardware-in-the-loop testing; Ensure functional safety compliance,electric vehicle EV battery management power electronics AUTOSAR functional safety,Mid,4,LinkedIn,"['Battery Management Systems', 'CAN Bus', 'AUTOSAR', 'Python', 'MATLAB', 'Power Electronics', 'ISO 26262']","['electric', 'vehicle', 'EV', 'battery', 'management', 'power', 'electronics', 'AUTOSAR', 'functional', 'safety']",battery management systems can bus autosar python matlab power electronics iso 26262,AUTOMOBILE EV Systems Engineer battery management systems can bus autosar python matlab power electronics iso 26262 mid 4 years,"Battery Management Systems, CAN Bus, AUTOSAR, Python, MATLAB, Power Electronics, ISO 26262",,,
AUTO005,Automotive Plant Manager,AUTOMOBILE,"Manufacturing Operations, Lean Manufacturing, Six Sigma, P&L, Supply Chain, Quality Management",Oversee all plant operations; Drive lean manufacturing initiatives; Manage production budget; Lead quality programmes; Ensure health and safety compliance,plant manager automotive manufacturing lean six sigma quality supply chain,Senior,10,LinkedIn,"['Manufacturing Operations', 'Lean Manufacturing', 'Six Sigma', 'P&L', 'Supply Chain', 'Quality Management']","['plant', 'manager', 'automotive', 'manufacturing', 'lean', 'six', 'sigma', 'quality', 'supply', 'chain']",manufacturing operations lean manufacturing six sigma p&l supply chain quality management,AUTOMOBILE Automotive Plant Manager manufacturing operations lean manufacturing six sigma p&l supply chain quality management senior 10 years,"Manufacturing Operations, Lean Manufacturing, Six Sigma, P&L, Supply Chain, Quality Management",,,
CHF003,Sous Chef,CHEF,"Kitchen Management, Culinary Techniques, Menu Development, HACCP, Team Leadership, Plating",Support executive chef in kitchen operations; Lead section chefs; Develop and test new dishes; Ensure food safety standards; Manage stock and ordering,sous chef kitchen leadership culinary menu development HACCP food safety,Mid,4,LinkedIn,"['Kitchen Management', 'Culinary Techniques', 'Menu Development', 'HACCP', 'Team Leadership', 'Plating']","['sous', 'chef', 'kitchen', 'leadership', 'culinary', 'menu', 'development', 'HACCP', 'food', 'safety']",kitchen management culinary techniques menu development haccp team leadership plating,CHEF Sous Chef kitchen management culinary techniques menu development haccp team leadership plating mid 4 years,"Kitchen Management, Culinary Techniques, Menu Development, HACCP, Team Leadership, Plating",,,
CHF004,Commis Chef,CHEF,"Basic Culinary Techniques, Knife Skills, Food Hygiene, Mise en Place, Stock Preparation",Assist with food preparation; Maintain cleanliness and hygiene; Follow recipes accurately; Prepare mise en place; Support all sections of the kitchen,commis chef culinary food preparation hygiene mise en place kitchen,Junior,0,Indeed,"['Basic Culinary Techniques', 'Knife Skills', 'Food Hygiene', 'Mise en Place', 'Stock Preparation']","['commis', 'chef', 'culinary', 'food', 'preparation', 'hygiene', 'mise', 'en', 'place', 'kitchen']",basic culinary techniques knife skills food hygiene mise en place stock preparation,CHEF Commis Chef basic culinary techniques knife skills food hygiene mise en place stock preparation junior 0 years,"Basic Culinary Techniques, Knife Skills, Food Hygiene, Mise en Place, Stock Preparation",,,
CHF005,Food and Beverage Director,CHEF,"F&B Operations, P&L Management, Menu Engineering, Team Leadership, Vendor Management, Revenue Optimisation",Oversee all food and beverage operations; Develop menus and pricing; Manage multiple outlets; Drive revenue and control costs; Lead F&B teams,food beverage director operations P&L menu leadership revenue,Senior,10,LinkedIn,"['F&B Operations', 'P&L Management', 'Menu Engineering', 'Team Leadership', 'Vendor Management', 'Revenue Optimisation']","['food', 'beverage', 'director', 'operations', 'P&L', 'menu', 'leadership', 'revenue']",f&b operations p&l management menu engineering team leadership vendor management revenue optimisation,CHEF Food and Beverage Director f&b operations p&l management menu engineering team leadership vendor management revenue optimisation senior 10 years,"F&B Operations, P&L Management, Menu Engineering, Team Leadership, Vendor Management, Revenue Optimisation",,,
FIN003,Risk Manager,FINANCE,"Risk Management, Basel III, Credit Risk, VaR, Python, SQL, Regulatory Reporting",Identify and measure financial risks; Develop risk frameworks; Produce regulatory reports; Advise senior management; Liaise with regulators,risk management credit VaR regulatory reporting Basel python sql,Mid,5,LinkedIn,"['Risk Management', 'Basel III', 'Credit Risk', 'VaR', 'Python', 'SQL', 'Regulatory Reporting']","['risk', 'management', 'credit', 'VaR', 'regulatory', 'reporting', 'Basel', 'python', 'sql']",risk management basel iii credit risk var python sql regulatory reporting,FINANCE Risk Manager risk management basel iii credit risk var python sql regulatory reporting mid 5 years,"Risk Management, Basel III, Credit Risk, VaR, Python, SQL, Regulatory Reporting",,,
FIN004,Junior Accountant,FINANCE,"Bookkeeping, IFRS, SAP, Excel, Accounts Payable, Accounts Receivable, Bank Reconciliation",Process financial transactions; Reconcile accounts; Prepare journal entries; Support month-end close; Assist in audit preparation,junior accountant bookkeeping IFRS SAP excel accounts payable reconciliation,Junior,1,Indeed,"['Bookkeeping', 'IFRS', 'SAP', 'Excel', 'Accounts Payable', 'Accounts Receivable', 'Bank Reconciliation']","['junior', 'accountant', 'bookkeeping', 'IFRS', 'SAP', 'excel', 'accounts', 'payable', 'reconciliation']",bookkeeping ifrs sap excel accounts payable accounts receivable bank reconciliation,FINANCE Junior Accountant bookkeeping ifrs sap excel accounts payable accounts receivable bank reconciliation junior 1 year,"Bookkeeping, IFRS, SAP, Excel, Accounts Payable, Accounts Receivable, Bank Reconciliation",,,
FIN005,CFO,FINANCE,"Financial Strategy, IFRS, M&A, Investor Relations, P&L, Capital Markets, Leadership",Lead financial strategy and planning; Manage investor relations; Oversee financial reporting; Drive M&A transactions; Ensure regulatory compliance,CFO financial strategy IFRS M&A investor relations capital markets leadership,Senior,15,LinkedIn,"['Financial Strategy', 'IFRS', 'M&A', 'Investor Relations', 'P&L', 'Capital Markets', 'Leadership']","['CFO', 'financial', 'strategy', 'IFRS', 'M&A', 'investor', 'relations', 'capital', 'markets', 'leadership']",financial strategy ifrs m&a investor relations p&l capital markets leadership,FINANCE CFO financial strategy ifrs m&a investor relations p&l capital markets leadership senior 15 years,"Financial Strategy, IFRS, M&A, Investor Relations, P&L, Capital Markets, Leadership",,,
FIN006,Actuarial Analyst,FINANCE,"Actuarial Science, R, Python, Statistical Modelling, Insurance, Excel, Data Analysis",Develop and validate actuarial models; Analyse insurance risk data; Produce pricing analyses; Support reserving processes; Prepare actuarial reports,actuarial analysis modelling insurance risk statistics R python,Junior,2,LinkedIn,"['Actuarial Science', 'R', 'Python', 'Statistical Modelling', 'Insurance', 'Excel', 'Data Analysis']","['actuarial', 'analysis', 'modelling', 'insurance', 'risk', 'statistics', 'R', 'python']",actuarial science r python statistical modelling insurance excel data analysis,FINANCE Actuarial Analyst actuarial science r python statistical modelling insurance excel data analysis junior 2 years,"Actuarial Science, R, Python, Statistical Modelling, Insurance, Excel, Data Analysis",,,
APP003,Garment Technologist,APPAREL,"Garment Construction, Pattern Grading, Quality Assurance, Technical Packs, Fit Sessions, Fabric Knowledge",Develop technical packs for production; Oversee fit sessions; Liaise with manufacturers; Ensure quality and compliance standards; Solve construction issues,garment technology pattern grading quality assurance technical pack fit manufacturing,Mid,3,Indeed,"['Garment Construction', 'Pattern Grading', 'Quality Assurance', 'Technical Packs', 'Fit Sessions', 'Fabric Knowledge']","['garment', 'technology', 'pattern', 'grading', 'quality', 'assurance', 'technical', 'pack', 'fit', 'manufacturing']",garment construction pattern grading quality assurance technical packs fit sessions fabric knowledge,APPAREL Garment Technologist garment construction pattern grading quality assurance technical packs fit sessions fabric knowledge mid 3 years,"Garment Construction, Pattern Grading, Quality Assurance, Technical Packs, Fit Sessions, Fabric Knowledge",,,
APP004,Buying Assistant,APPAREL,"Range Planning, Supplier Management, Excel, Trend Research, Buying Process, Communication",Support buying team in range planning; Manage supplier communications; Monitor stock levels; Conduct trend research; Prepare sales reports,buying apparel retail range planning trend supplier excel,Junior,1,LinkedIn,"['Range Planning', 'Supplier Management', 'Excel', 'Trend Research', 'Buying Process', 'Communication']","['buying', 'apparel', 'retail', 'range', 'planning', 'trend', 'supplier', 'excel']",range planning supplier management excel trend research buying process communication,APPAREL Buying Assistant range planning supplier management excel trend research buying process communication junior 1 year,"Range Planning, Supplier Management, Excel, Trend Research, Buying Process, Communication",,,
APP005,Head of Design – Apparel,APPAREL,"Creative Direction, Range Planning, Team Leadership, CAD, Trend Forecasting, Brand Identity",Lead seasonal design direction; Manage design team; Build commercial range plans; Present collections to stakeholders; Develop brand aesthetic,head design apparel creative direction leadership trend forecasting brand range,Senior,10,LinkedIn,"['Creative Direction', 'Range Planning', 'Team Leadership', 'CAD', 'Trend Forecasting', 'Brand Identity']","['head', 'design', 'apparel', 'creative', 'direction', 'leadership', 'trend', 'forecasting', 'brand', 'range']",creative direction range planning team leadership cad trend forecasting brand identity,APPAREL Head of Design – Apparel creative direction range planning team leadership cad trend forecasting brand identity senior 10 years,"Creative Direction, Range Planning, Team Leadership, CAD, Trend Forecasting, Brand Identity",,,
ENG003,Electrical Engineer,ENGINEERING,"Circuit Design, AutoCAD Electrical, PLC, Power Systems, IEC Standards, MATLAB",Design electrical systems; Prepare engineering drawings; Conduct site inspections; Ensure compliance with IEC standards; Troubleshoot electrical faults,electrical engineering circuit design PLC power systems autocad IEC standards,Mid,4,LinkedIn,"['Circuit Design', 'AutoCAD Electrical', 'PLC', 'Power Systems', 'IEC Standards', 'MATLAB']","['electrical', 'engineering', 'circuit', 'design', 'PLC', 'power', 'systems', 'autocad', 'IEC', 'standards']",circuit design autocad electrical plc power systems iec standards matlab,ENGINEERING Electrical Engineer circuit design autocad electrical plc power systems iec standards matlab mid 4 years,"Circuit Design, AutoCAD Electrical, PLC, Power Systems, IEC Standards, MATLAB",,,
ENG004,Graduate Engineer,ENGINEERING,"Engineering Fundamentals, AutoCAD, MATLAB, Problem Solving, Technical Report Writing, Teamwork",Support senior engineers on projects; Conduct design calculations; Prepare technical documentation; Assist in site inspections; Learn and apply engineering standards,graduate engineer design calculations technical documentation engineering standards,Junior,0,Indeed,"['Engineering Fundamentals', 'AutoCAD', 'MATLAB', 'Problem Solving', 'Technical Report Writing', 'Teamwork']","['graduate', 'engineer', 'design', 'calculations', 'technical', 'documentation', 'engineering', 'standards']",engineering fundamentals autocad matlab problem solving technical report writing teamwork,ENGINEERING Graduate Engineer engineering fundamentals autocad matlab problem solving technical report writing teamwork junior 0 years,"Engineering Fundamentals, AutoCAD, MATLAB, Problem Solving, Technical Report Writing, Teamwork",,,
ENG005,Engineering Director,ENGINEERING,"Technical Leadership, P&L, Project Management, Stakeholder Management, Systems Engineering, Innovation",Lead engineering department; Own technical roadmap; Manage cross-functional teams; Drive innovation initiatives; Ensure delivery of major projects on time and budget,engineering director leadership technical roadmap project management innovation P&L,Senior,12,LinkedIn,"['Technical Leadership', 'P&L', 'Project Management', 'Stakeholder Management', 'Systems Engineering', 'Innovation']","['engineering', 'director', 'leadership', 'technical', 'roadmap', 'project', 'management', 'innovation', 'P&L']",technical leadership p&l project management stakeholder management systems engineering innovation,ENGINEERING Engineering Director technical leadership p&l project management stakeholder management systems engineering innovation senior 12 years,"Technical Leadership, P&L, Project Management, Stakeholder Management, Systems Engineering, Innovation",,,
ENG006,Process Engineer,ENGINEERING,"Process Optimisation, Six Sigma, Chemical Engineering, HAZOP, AutoCAD, Lean Manufacturing",Analyse and improve manufacturing processes; Conduct HAZOP studies; Identify waste and inefficiency; Implement lean methodologies; Collaborate with operations,process engineering optimisation six sigma HAZOP lean manufacturing chemical,Mid,3,LinkedIn,"['Process Optimisation', 'Six Sigma', 'Chemical Engineering', 'HAZOP', 'AutoCAD', 'Lean Manufacturing']","['process', 'engineering', 'optimisation', 'six', 'sigma', 'HAZOP', 'lean', 'manufacturing', 'chemical']",process optimisation six sigma chemical engineering hazop autocad lean manufacturing,ENGINEERING Process Engineer process optimisation six sigma chemical engineering hazop autocad lean manufacturing mid 3 years,"Process Optimisation, Six Sigma, Chemical Engineering, HAZOP, AutoCAD, Lean Manufacturing",,,
ACC003,Tax Accountant,ACCOUNTANT,"Corporate Tax, IFRS, Tax Planning, Compliance, SAP, Excel, VAT",Prepare and review corporate tax returns; Advise on tax planning strategies; Ensure compliance with local tax laws; Liaise with tax authorities; Support transfer pricing,tax accountant corporate tax compliance IFRS SAP VAT planning,Mid,3,LinkedIn,"['Corporate Tax', 'IFRS', 'Tax Planning', 'Compliance', 'SAP', 'Excel', 'VAT']","['tax', 'accountant', 'corporate', 'tax', 'compliance', 'IFRS', 'SAP', 'VAT', 'planning']",corporate tax ifrs tax planning compliance sap excel vat,ACCOUNTANT Tax Accountant corporate tax ifrs tax planning compliance sap excel vat mid 3 years,"Corporate Tax, IFRS, Tax Planning, Compliance, SAP, Excel, VAT",,,
ACC004,Forensic Accountant,ACCOUNTANT,"Fraud Investigation, Financial Analysis, Litigation Support, CPA, Excel, Data Analytics",Investigate financial fraud and irregularities; Prepare expert reports for litigation; Analyse complex financial data; Liaise with legal teams; Support regulatory investigations,forensic accounting fraud investigation litigation financial analysis CPA,Senior,7,Indeed,"['Fraud Investigation', 'Financial Analysis', 'Litigation Support', 'CPA', 'Excel', 'Data Analytics']","['forensic', 'accounting', 'fraud', 'investigation', 'litigation', 'financial', 'analysis', 'CPA']",fraud investigation financial analysis litigation support cpa excel data analytics,ACCOUNTANT Forensic Accountant fraud investigation financial analysis litigation support cpa excel data analytics senior 7 years,"Fraud Investigation, Financial Analysis, Litigation Support, CPA, Excel, Data Analytics",,,
ACC005,Accounts Payable Clerk,ACCOUNTANT,"Invoice Processing, SAP, Excel, Supplier Reconciliation, Attention to Detail, Communication",Process supplier invoices; Reconcile accounts payable ledger; Resolve payment queries; Maintain vendor records; Support month-end closing,accounts payable invoice processing SAP supplier reconciliation month-end,Junior,1,LinkedIn,"['Invoice Processing', 'SAP', 'Excel', 'Supplier Reconciliation', 'Attention to Detail', 'Communication']","['accounts', 'payable', 'invoice', 'processing', 'SAP', 'supplier', 'reconciliation', 'month-end']",invoice processing sap excel supplier reconciliation attention to detail communication,ACCOUNTANT Accounts Payable Clerk invoice processing sap excel supplier reconciliation attention to detail communication junior 1 year,"Invoice Processing, SAP, Excel, Supplier Reconciliation, Attention to Detail, Communication",,,
ACC006,Management Accountant,ACCOUNTANT,"Management Accounts, Budgeting, Forecasting, Variance Analysis, CIMA, Excel, ERP",Prepare monthly management accounts; Conduct variance analysis; Support annual budgeting and forecasting; Provide financial insights to managers; Liaise with external auditors,management accounting budgeting forecasting variance analysis CIMA ERP,Mid,4,LinkedIn,"['Management Accounts', 'Budgeting', 'Forecasting', 'Variance Analysis', 'CIMA', 'Excel', 'ERP']","['management', 'accounting', 'budgeting', 'forecasting', 'variance', 'analysis', 'CIMA', 'ERP']",management accounts budgeting forecasting variance analysis cima excel erp,ACCOUNTANT Management Accountant management accounts budgeting forecasting variance analysis cima excel erp mid 4 years,"Management Accounts, Budgeting, Forecasting, Variance Analysis, CIMA, Excel, ERP",,,
CON_S003,Quantity Surveyor,CONSTRUCTION,"Cost Estimation, Bills of Quantities, Contract Management, NEC, AutoCAD, MS Excel",Prepare cost estimates and bills of quantities; Manage contracts and variations; Conduct valuations; Liaise with project managers and subcontractors; Ensure cost control,quantity surveying cost estimation bills of quantities contract NEC autocad,Mid,4,LinkedIn,"['Cost Estimation', 'Bills of Quantities', 'Contract Management', 'NEC', 'AutoCAD', 'MS Excel']","['quantity', 'surveying', 'cost', 'estimation', 'bills', 'of', 'quantities', 'contract', 'NEC', 'autocad']",cost estimation bills of quantities contract management nec autocad ms excel,CONSTRUCTION Quantity Surveyor cost estimation bills of quantities contract management nec autocad ms excel mid 4 years,"Cost Estimation, Bills of Quantities, Contract Management, NEC, AutoCAD, MS Excel",,,
CON_S004,Building Information Modelling (BIM) Coordinator,CONSTRUCTION,"Revit, Navisworks, BIM Standards, AutoCAD, Clash Detection, ISO 19650",Manage BIM processes on construction projects; Coordinate clash detection; Maintain BIM execution plan; Liaise with design and construction teams; Ensure ISO 19650 compliance,BIM revit navisworks clash detection ISO 19650 construction digital,Mid,3,Indeed,"['Revit', 'Navisworks', 'BIM Standards', 'AutoCAD', 'Clash Detection', 'ISO 19650']","['BIM', 'revit', 'navisworks', 'clash', 'detection', 'ISO', '19650', 'construction', 'digital']",revit navisworks bim standards autocad clash detection iso 19650,CONSTRUCTION Building Information Modelling (BIM) Coordinator revit navisworks bim standards autocad clash detection iso 19650 mid 3 years,"Revit, Navisworks, BIM Standards, AutoCAD, Clash Detection, ISO 19650",,,
CON_S005,Construction Director,CONSTRUCTION,"Programme Management, P&L, Client Management, NEC/JCT Contracts, Risk Management, Leadership",Lead delivery of major construction programmes; Own P&L across projects; Build client relationships; Manage risk registers; Lead project teams,construction director programme management P&L contracts risk leadership,Senior,15,LinkedIn,"['Programme Management', 'P&L', 'Client Management', 'NEC/JCT Contracts', 'Risk Management', 'Leadership']","['construction', 'director', 'programme', 'management', 'P&L', 'contracts', 'risk', 'leadership']",programme management p&l client management nec/jct contracts risk management leadership,CONSTRUCTION Construction Director programme management p&l client management nec/jct contracts risk management leadership senior 15 years,"Programme Management, P&L, Client Management, NEC/JCT Contracts, Risk Management, Leadership",,,
PR003,Communications Specialist,PUBLIC-RELATIONS,"Corporate Communications, Press Releases, Media Relations, Crisis Communications, Copywriting",Draft press releases and media statements; Build and maintain media relationships; Monitor news coverage; Support crisis communications; Develop internal communications,communications media relations press release crisis copywriting corporate,Mid,3,LinkedIn,"['Corporate Communications', 'Press Releases', 'Media Relations', 'Crisis Communications', 'Copywriting']","['communications', 'media', 'relations', 'press', 'release', 'crisis', 'copywriting', 'corporate']",corporate communications press releases media relations crisis communications copywriting,PUBLIC-RELATIONS Communications Specialist corporate communications press releases media relations crisis communications copywriting mid 3 years,"Corporate Communications, Press Releases, Media Relations, Crisis Communications, Copywriting",,,
PR004,PR Assistant,PUBLIC-RELATIONS,"Media Monitoring, Press Release Drafting, Social Media, Research, MS Office",Monitor media coverage; Assist with press release drafting; Maintain media contact lists; Support events coordination; Conduct background research,PR assistant media monitoring press release social media research,Junior,0,Indeed,"['Media Monitoring', 'Press Release Drafting', 'Social Media', 'Research', 'MS Office']","['PR', 'assistant', 'media', 'monitoring', 'press', 'release', 'social', 'media', 'research']",media monitoring press release drafting social media research ms office,PUBLIC-RELATIONS PR Assistant media monitoring press release drafting social media research ms office junior 0 years,"Media Monitoring, Press Release Drafting, Social Media, Research, MS Office",,,
PR005,VP of Communications,PUBLIC-RELATIONS,"Communications Strategy, Executive Communications, Crisis Management, Brand Reputation, Leadership",Own company communications strategy; Manage corporate reputation; Lead crisis communications; Advise C-suite on messaging; Manage communications team,VP communications strategy crisis brand reputation executive leadership,Senior,10,LinkedIn,"['Communications Strategy', 'Executive Communications', 'Crisis Management', 'Brand Reputation', 'Leadership']","['VP', 'communications', 'strategy', 'crisis', 'brand', 'reputation', 'executive', 'leadership']",communications strategy executive communications crisis management brand reputation leadership,PUBLIC-RELATIONS VP of Communications communications strategy executive communications crisis management brand reputation leadership senior 10 years,"Communications Strategy, Executive Communications, Crisis Management, Brand Reputation, Leadership",,,
BNK003,Investment Analyst,BANKING,"Financial Modelling, DCF Valuation, Equity Research, Bloomberg, CFA, Excel",Conduct equity research; Build financial models; Write investment reports; Present investment thesis; Monitor portfolio companies,investment analysis equity research financial modelling DCF Bloomberg CFA,Junior,2,LinkedIn,"['Financial Modelling', 'DCF Valuation', 'Equity Research', 'Bloomberg', 'CFA', 'Excel']","['investment', 'analysis', 'equity', 'research', 'financial', 'modelling', 'DCF', 'Bloomberg', 'CFA']",financial modelling dcf valuation equity research bloomberg cfa excel,BANKING Investment Analyst financial modelling dcf valuation equity research bloomberg cfa excel junior 2 years,"Financial Modelling, DCF Valuation, Equity Research, Bloomberg, CFA, Excel",,,
BNK004,Branch Manager,BANKING,"Team Leadership, Retail Banking, Sales Targets, Customer Service, Regulatory Compliance, P&L",Manage day-to-day branch operations; Drive sales performance; Lead branch team; Ensure regulatory compliance; Handle escalated customer issues,branch manager retail banking leadership sales compliance customer service,Mid,5,Indeed,"['Team Leadership', 'Retail Banking', 'Sales Targets', 'Customer Service', 'Regulatory Compliance', 'P&L']","['branch', 'manager', 'retail', 'banking', 'leadership', 'sales', 'compliance', 'customer', 'service']",team leadership retail banking sales targets customer service regulatory compliance p&l,BANKING Branch Manager team leadership retail banking sales targets customer service regulatory compliance p&l mid 5 years,"Team Leadership, Retail Banking, Sales Targets, Customer Service, Regulatory Compliance, P&L",,,
BNK005,Head of Retail Banking,BANKING,"Retail Banking Strategy, P&L, Digital Banking, Regulatory, Customer Experience, Executive Leadership",Define retail banking strategy; Manage large P&L; Lead digital transformation; Ensure regulatory compliance; Report to board,head retail banking strategy P&L digital transformation leadership executive,Senior,12,LinkedIn,"['Retail Banking Strategy', 'P&L', 'Digital Banking', 'Regulatory', 'Customer Experience', 'Executive Leadership']","['head', 'retail', 'banking', 'strategy', 'P&L', 'digital', 'transformation', 'leadership', 'executive']",retail banking strategy p&l digital banking regulatory customer experience executive leadership,BANKING Head of Retail Banking retail banking strategy p&l digital banking regulatory customer experience executive leadership senior 12 years,"Retail Banking Strategy, P&L, Digital Banking, Regulatory, Customer Experience, Executive Leadership",,,
BNK006,Anti-Money Laundering Analyst,BANKING,"AML, KYC, Transaction Monitoring, Regulatory Compliance, FATF, Investigation, SAR Filing",Monitor transactions for suspicious activity; Conduct KYC and CDD reviews; Prepare SARs; Ensure compliance with AML regulations; Liaise with regulators,AML KYC compliance transaction monitoring SAR regulatory investigation FATF,Mid,3,LinkedIn,"['AML', 'KYC', 'Transaction Monitoring', 'Regulatory Compliance', 'FATF', 'Investigation', 'SAR Filing']","['AML', 'KYC', 'compliance', 'transaction', 'monitoring', 'SAR', 'regulatory', 'investigation', 'FATF']",aml kyc transaction monitoring regulatory compliance fatf investigation sar filing,BANKING Anti-Money Laundering Analyst aml kyc transaction monitoring regulatory compliance fatf investigation sar filing mid 3 years,"AML, KYC, Transaction Monitoring, Regulatory Compliance, FATF, Investigation, SAR Filing",,,
ART003,Museum Curator,ARTS,"Art History, Collection Management, Exhibition Planning, Grant Writing, Research, Stakeholder Engagement",Manage and develop museum collections; Plan and execute exhibitions; Write grant applications; Engage community stakeholders; Conduct and publish research,curator museum collection exhibition art history research grants,Mid,4,LinkedIn,"['Art History', 'Collection Management', 'Exhibition Planning', 'Grant Writing', 'Research', 'Stakeholder Engagement']","['curator', 'museum', 'collection', 'exhibition', 'art', 'history', 'research', 'grants']",art history collection management exhibition planning grant writing research stakeholder engagement,ARTS Museum Curator art history collection management exhibition planning grant writing research stakeholder engagement mid 4 years,"Art History, Collection Management, Exhibition Planning, Grant Writing, Research, Stakeholder Engagement",,,
ART004,Illustrator,ARTS,"Illustration, Procreate, Adobe Illustrator, Storyboarding, Character Design, Concept Art","Create original illustrations for print, digital, and media; Develop character and concept designs; Collaborate with art directors; Deliver assets to brief and deadline",illustration procreate character design concept art storyboard digital,Junior,1,Indeed,"['Illustration', 'Procreate', 'Adobe Illustrator', 'Storyboarding', 'Character Design', 'Concept Art']","['illustration', 'procreate', 'character', 'design', 'concept', 'art', 'storyboard', 'digital']",illustration procreate adobe illustrator storyboarding character design concept art,ARTS Illustrator illustration procreate adobe illustrator storyboarding character design concept art junior 1 year,"Illustration, Procreate, Adobe Illustrator, Storyboarding, Character Design, Concept Art",,,
