title,organization,skills,rating,review_counts,difficulty,description,url,source,skills_list,course_text,category
write your first novel,Michigan State University,art  Interior Design  Fiction Writing  language  creative writing  Short Story Writing  Video Production  Trigonometric Integral  Writing  music arts-and-humanities music-and-art,3.5,0.0,Beginner,"write your first novel if you ve ever had the dream, the desire or even just a vague notion that you would like to write a novel, this course is for you. whether you are a full-time student, have a full-time job, a family to take care of or all of the above, you can do it. really and i will help you get there. in this course, you will write your first novel. many people say they have often thought about writing a novel and are planning to do it someday, but very few ever actually do. however, in this course, you will do it. you will learn how to form a basic idea, any idea, into a structure and discipline that will allow you to create, write and complete a fully-realized novel ready to submit for publication. if you have any concerns regarding the protection of your original work, coursera's privacy policy protects the learner's ip and you are indeed the sole owners of your work. here is a link to a trailer for the course. to view the trailer, please copy and paste the link into your browser. https://vimeo.com/385761391/c5e7f873cf learner review: it was a great experience, i really enjoyed it. in write your first novel, you ll learn to break down your creative endeavor into components and you ll discover a process that will allow you to do what few have done: produce and complete a full-length work of fiction in the form of a 50,000-word novel. learner review: as a published author, i took this course to relearn the skills. i thoroughly enjoyed each and every lecture and quiz. this course was very, very helpful and the videos were very well executed. cheers i am a proponent of experiential learning (also known as active learning). my lectures are short and to the point, designed in a step-by-step process essential to your success as a writer. i will guide you, i will show you how to get there, hopefully i will inspire you. you will learn through your own activity - which is writing i firmly believe that the only way to become a writer is to write, write, write learner review: best teacher ever love the course. writing fiction is a truly beautiful thing. putting your own words on a page to tell a story which enters your readers minds and allows them to share the thoughts, emotions and lives of your characters is a very satisfying, rewarding experience. learner review: gooood. so very good",https://www.coursera.org/learn/write-your-first-novel,coursera_v1,['art  interior design  fiction writing  language  creative writing  short story writing  video production  trigonometric integral  writing  music arts-and-humanities music-and-art'],"write your first novel michigan state university art interior design fiction writing language creative writing short story writing video production trigonometric integral writing music arts-and-humanities music-and-art beginner write your first novel if you ve ever had the dream, the desire or even just a vague notion that you would like to write a novel, this course is for you. whether you are a full-time student, have a full-time job, a family to take care of or all of the above, you can do it. really and i will help you get there. in this course, you will write your first novel. many people say they have often thought about writing a novel and are planning to do it someday, but very few ever actually do. however, in this course, you will do it. you will learn how to form a basic idea, any idea, into a structure and discipline that will allow you to create, write and complete a fully-realized novel ready to submit for publication. if you have any concerns regarding the protection of your original work, coursera's privacy policy protects the learner's ip and you are indeed the sole owners of your work. here is a link to a trailer for the course. to view the trailer, please copy and paste the link into your browser. https://vimeo.com/385761391/c5e7f873cf learner review: it was a great experience, i really enjoyed it. in write your first novel, you ll learn to break down your creative endeavor into components and you ll discover a process that will allow you to do what few have done: produce and complete a full-length work of fiction in the form of a 50,000-word novel. learner review: as a published author, i took this course to relearn the skills. i thoroughly enjoyed each and every lecture and quiz. this course was very, very helpful and the videos were very well executed. cheers i am a proponent of experiential learning (also known as active learning). my lectures are short and to the point, designed in a step-by-step process essential to your success as a writer. i will guide you, i will show you how to get there, hopefully i will inspire you. you will learn through your own activity - which is writing i firmly believe that the only way to become a writer is to write, write, write learner review: best teacher ever love the course. writing fiction is a truly beautiful thing. putting your own words on a page to tell a story which enters your readers minds and allows them to share the thoughts, emotions and lives of your characters is a very satisfying, rewarding experience. learner review: gooood. so very good",ARTS
"act on climate: steps to individual, community, and political action",University of Michigan,Greenhouse Gas  semigroup action  food choice  Urban Planning  Civil Engineering  climate change  environmental communication  sustainability  adaptation  Energy Consumption physical-science-and-engineering environmental-science-and-sustainability,4.8,0.0,Intermediate,"are you concerned about climate change would you like to learn how to address and respond to this challenge if so, this course is for you. act on climate: steps to individual, community, and political action is intended to help learners understand, address and respond to climate change as individuals and in partnership with their communities and political leaders. the course focuses on how to translate learning into action on climate change in the areas of food, energy, transportation and the built environment (cities). this course was co-developed and taught by michaela zint, professor of environmental education and communication, and university of michigan students. a range of academic climate change experts and professional leaders are featured. as a result of completing this course, you will be able to: 1) identify individual, community, and political actions you can engage in to effectively address and respond to climate change. 2) describe how insights from the social sciences can be employed to create change at the individual, community, and political levels. 3) feel empowered to continue to influence how you, your community, and political leaders address and respond to climate change. use umichactonclimate on social media to share what you're doing and connect with other learners.",https://www.coursera.org/learn/act-on-climate,coursera_v1,['greenhouse gas  semigroup action  food choice  urban planning  civil engineering  climate change  environmental communication  sustainability  adaptation  energy consumption physical-science-and-engineering environmental-science-and-sustainability'],"act on climate: steps to individual, community, and political action university of michigan greenhouse gas semigroup action food choice urban planning civil engineering climate change environmental communication sustainability adaptation energy consumption physical-science-and-engineering environmental-science-and-sustainability intermediate are you concerned about climate change would you like to learn how to address and respond to this challenge if so, this course is for you. act on climate: steps to individual, community, and political action is intended to help learners understand, address and respond to climate change as individuals and in partnership with their communities and political leaders. the course focuses on how to translate learning into action on climate change in the areas of food, energy, transportation and the built environment (cities). this course was co-developed and taught by michaela zint, professor of environmental education and communication, and university of michigan students. a range of academic climate change experts and professional leaders are featured. as a result of completing this course, you will be able to: 1) identify individual, community, and political actions you can engage in to effectively address and respond to climate change. 2) describe how insights from the social sciences can be employed to create change at the individual, community, and political levels. 3) feel empowered to continue to influence how you, your community, and political leaders address and respond to climate change. use umichactonclimate on social media to share what you're doing and connect with other learners.",PUBLIC-RELATIONS
regression modeling fundamentals,SAS,Outlier  Regression Analysis  verification and validation  General Statistics  regression modeling  Type I And Type Ii Errors  statistical hypothesis testing  influential observation  Regression  pro*c data-science data-analysis,4.6,0.0,Intermediate,"this introductory course is for sas software users who perform statistical analyses using sas/stat software. the focus is on t tests, anova, and linear regression, and includes a brief introduction to logistic regression.",https://www.coursera.org/learn/regression-modeling-sas,coursera_v1,['outlier  regression analysis  verification and validation  general statistics  regression modeling  type i and type ii errors  statistical hypothesis testing  influential observation  regression  pro*c data-science data-analysis'],"regression modeling fundamentals sas outlier regression analysis verification and validation general statistics regression modeling type i and type ii errors statistical hypothesis testing influential observation regression pro c data-science data-analysis intermediate this introductory course is for sas software users who perform statistical analyses using sas/stat software. the focus is on t tests, anova, and linear regression, and includes a brief introduction to logistic regression.",ENGINEERING
relational modeling in dia,Coursera Project Network,modeling  process  Databases  user requirements document  associative entity  documents  Database Design  modal logic  software design description  relational model information-technology data-management,4.7,0.0,Beginner,"in this course you will learn to interpret and draw a relational model through hands-on exercises using a diagramming tool called dia . you will complete the final step in the database design process as you convert the logical design documented in an entity relationship diagram into a relational model. during the conversion, you will investigate relational modeling rules and practice modeling techniques as you learn to resolve one-to-many and many-to-many relationships using foreign keys and bridge tables. your final relational model will become the blueprint for creating a database and its tables. since data is at the center of any information system, knowledge and understanding of database design will serve you well as a database user or a database designer. note: this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",https://www.coursera.org/learn/relational-modeling-in-dia,coursera_v1,['modeling  process  databases  user requirements document  associative entity  documents  database design  modal logic  software design description  relational model information-technology data-management'],"relational modeling in dia coursera project network modeling process databases user requirements document associative entity documents database design modal logic software design description relational model information-technology data-management beginner in this course you will learn to interpret and draw a relational model through hands-on exercises using a diagramming tool called dia . you will complete the final step in the database design process as you convert the logical design documented in an entity relationship diagram into a relational model. during the conversion, you will investigate relational modeling rules and practice modeling techniques as you learn to resolve one-to-many and many-to-many relationships using foreign keys and bridge tables. your final relational model will become the blueprint for creating a database and its tables. since data is at the center of any information system, knowledge and understanding of database design will serve you well as a database user or a database designer. note: this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",DESIGNER
introduction to hearing loss,Icahn School of Medicine at Mount Sinai,inner ear  otorhinolaryngology  hair care  hearing  hearing loss  tinnitus  h.e.a.r.  cochlear implant  anatomy  medicine life-sciences patient-care,4.8,0.0,Beginner,"welcome to introduction to hearing loss disorders of the ear range from simple, easily treated entities (such as wax or cerumen impaction) to the highly complex (such as permanent hearing loss). many of these disorders manifest with similar symptoms and may be difficult to differentiate without a basic understanding of the anatomy of the ear and auditory pathway. this course, offered by the department of otolaryngology head and neck surgery at the icahn school of medicine at mount sinai and new york eye and ear infirmary of mount sinai, presents the basic anatomy of the ear from the auricle or outer ear to the brain. the pathophysiology of each type of hearing loss is presented and common pathology in each of the three areas of the ear (outer, middle and inner) are reviewed. participants will become familiar with the structural and cellular anatomy in each area, as well as the underlying pathophysiology for various disorders. they will also gain an understanding of available treatments for various ear conditions. week 1: introduction week 2: anatomy and pathophysiology of the auditory pathway (15 min. quiz) week 3: disorders and treatments of the outer ear (15 min. quiz) week 4: disorders and treatments of the middle ear (15 min. quiz) week 5: disorders and treatments of the inner ear (15 min. quiz) the primary objectives of this course are to: trecognize the functional and cellular anatomy of the auditory pathway tunderstand the types of hearing loss and common causes of each type tdemonstrate familiarity with disorders of the outer, middle and inner ear those participating in this course have the option to complete the course at no cost or receive the coursera signature track certificate for 49.95. course planners: lisa chase ni-ka ford jill gregory gale justin paul lawrence erik popil kelly zerella amy zhong taught by: maura cosetti, md assistant professor otolaryngology - head and neck surgery icahn school of medicine at mount sinai director, cochlear implant program ear institute at new york eye and ear infirmary of mount sinai mount sinai health system",https://www.coursera.org/learn/hearing-loss,coursera_v1,['inner ear  otorhinolaryngology  hair care  hearing  hearing loss  tinnitus  h.e.a.r.  cochlear implant  anatomy  medicine life-sciences patient-care'],"introduction to hearing loss icahn school of medicine at mount sinai inner ear otorhinolaryngology hair care hearing hearing loss tinnitus h.e.a.r. cochlear implant anatomy medicine life-sciences patient-care beginner welcome to introduction to hearing loss disorders of the ear range from simple, easily treated entities (such as wax or cerumen impaction) to the highly complex (such as permanent hearing loss). many of these disorders manifest with similar symptoms and may be difficult to differentiate without a basic understanding of the anatomy of the ear and auditory pathway. this course, offered by the department of otolaryngology head and neck surgery at the icahn school of medicine at mount sinai and new york eye and ear infirmary of mount sinai, presents the basic anatomy of the ear from the auricle or outer ear to the brain. the pathophysiology of each type of hearing loss is presented and common pathology in each of the three areas of the ear (outer, middle and inner) are reviewed. participants will become familiar with the structural and cellular anatomy in each area, as well as the underlying pathophysiology for various disorders. they will also gain an understanding of available treatments for various ear conditions. week 1: introduction week 2: anatomy and pathophysiology of the auditory pathway (15 min. quiz) week 3: disorders and treatments of the outer ear (15 min. quiz) week 4: disorders and treatments of the middle ear (15 min. quiz) week 5: disorders and treatments of the inner ear (15 min. quiz) the primary objectives of this course are to: trecognize the functional and cellular anatomy of the auditory pathway tunderstand the types of hearing loss and common causes of each type tdemonstrate familiarity with disorders of the outer, middle and inner ear those participating in this course have the option to complete the course at no cost or receive the coursera signature track certificate for 49.95. course planners: lisa chase ni-ka ford jill gregory gale justin paul lawrence erik popil kelly zerella amy zhong taught by: maura cosetti, md assistant professor otolaryngology - head and neck surgery icahn school of medicine at mount sinai director, cochlear implant program ear institute at new york eye and ear infirmary of mount sinai mount sinai health system",ACCOUNTANT
ell success in the content classroom: capstone project,Arizona State University,language  Population  measurement  resource  Strategy  lesson plan  methodology  family  Peer Review  ordered pair social-sciences education,4.6,0.0,Advanced,"as teachers, it is so important to have a plethora of resources to draw upon for modification for specific students and classroom contexts. in this capstone project, you are tasked with applying the concepts learned throughout the specialization, to create your own toolbox designed with the ell in mind. in this two-part capstone, you will first create an annotated lesson plan comprising both formative and summative assessments. the lesson plan will include any modified materials for ells such as graphic organizers or writing frames pertinent to the lesson's activities. the annotation will include a rationale for lesson elements based on information presented in lesson planning with the ell in mind and assessing achievement with the ell in mind. second, you will use your checklist of resources, personalized to your school and community, to create an engagement plan of action. this should include specific milestones for creating a more engaging environment for your students and their families. you will also include a rationale for elements of engagement based on information presented in engaging the ell and their families in the school and community. in this capstone, you will create a personalized toolbox for ell success in the content classroom. this toolbox will include: annotated lesson plan - modified materials - formative and summative assessment - lesson plan and materials rationale engagement action plan and rationale the materials created in this project should be immediately useful in your classroom. your capstone project should be tailored to your teaching context, content area, and students. by the end of this course, you will be able to: design a lesson plan with attention to the needs of your ells create appropriate modified materials to support your ells create formative and summative assessments to measure both content mastery and language development as specified by your lesson plan's learning and language objectives rationalize your application of selected methodologies create and implement an engagement action plan specified for your teaching context",https://www.coursera.org/learn/ell-project,coursera_v1,['language  population  measurement  resource  strategy  lesson plan  methodology  family  peer review  ordered pair social-sciences education'],"ell success in the content classroom: capstone project arizona state university language population measurement resource strategy lesson plan methodology family peer review ordered pair social-sciences education advanced as teachers, it is so important to have a plethora of resources to draw upon for modification for specific students and classroom contexts. in this capstone project, you are tasked with applying the concepts learned throughout the specialization, to create your own toolbox designed with the ell in mind. in this two-part capstone, you will first create an annotated lesson plan comprising both formative and summative assessments. the lesson plan will include any modified materials for ells such as graphic organizers or writing frames pertinent to the lesson's activities. the annotation will include a rationale for lesson elements based on information presented in lesson planning with the ell in mind and assessing achievement with the ell in mind. second, you will use your checklist of resources, personalized to your school and community, to create an engagement plan of action. this should include specific milestones for creating a more engaging environment for your students and their families. you will also include a rationale for elements of engagement based on information presented in engaging the ell and their families in the school and community. in this capstone, you will create a personalized toolbox for ell success in the content classroom. this toolbox will include: annotated lesson plan - modified materials - formative and summative assessment - lesson plan and materials rationale engagement action plan and rationale the materials created in this project should be immediately useful in your classroom. your capstone project should be tailored to your teaching context, content area, and students. by the end of this course, you will be able to: design a lesson plan with attention to the needs of your ells create appropriate modified materials to support your ells create formative and summative assessments to measure both content mastery and language development as specified by your lesson plan's learning and language objectives rationalize your application of selected methodologies create and implement an engagement action plan specified for your teaching context",TEACHER
information theory,The Chinese University of Hong Kong,forward error correction  Chain Rule  noise  mutual information  markov chain  Random Variable  entropy (information theory)  memorylessness  information theory  coding theory math-and-logic math-and-logic,3.8,0.0,Intermediate,"the lectures of this course are based on the first 11 chapters of prof. raymond yeung s textbook entitled information theory and network coding (springer 2008). this book and its predecessor, a first course in information theory (kluwer 2002, essentially the first edition of the 2008 book), have been adopted by over 60 universities around the world as either a textbook or reference text. at the completion of this course, the student should be able to: 1) demonstrate knowledge and understanding of the fundamentals of information theory. 2) appreciate the notion of fundamental limits in communication systems and more generally all systems. 3) develop deeper understanding of communication systems. 4) apply the concepts of information theory to various disciplines in information science.",https://www.coursera.org/learn/information-theory,coursera_v1,['forward error correction  chain rule  noise  mutual information  markov chain  random variable  entropy (information theory)  memorylessness  information theory  coding theory math-and-logic math-and-logic'],"information theory the chinese university of hong kong forward error correction chain rule noise mutual information markov chain random variable entropy (information theory) memorylessness information theory coding theory math-and-logic math-and-logic intermediate the lectures of this course are based on the first 11 chapters of prof. raymond yeung s textbook entitled information theory and network coding (springer 2008). this book and its predecessor, a first course in information theory (kluwer 2002, essentially the first edition of the 2008 book), have been adopted by over 60 universities around the world as either a textbook or reference text. at the completion of this course, the student should be able to: 1) demonstrate knowledge and understanding of the fundamentals of information theory. 2) appreciate the notion of fundamental limits in communication systems and more generally all systems. 3) develop deeper understanding of communication systems. 4) apply the concepts of information theory to various disciplines in information science.",PUBLIC-RELATIONS
product and service development: empathy mapping with miro,Coursera Project Network,Product Development  Planning  Strategy  business plan  modeling  persona (user experience)  User Experience  project  presentation  Integral business business-strategy,4.9,0.0,Beginner,"by the end of this project, you will be fluent in identifying and creating empathy maps based on persona for new products and services and in deriving opportunities from your analysis, thus generating positive results for your business venture. this project is designed to engage and harness your visionary and exploratory abilities. you will use proven models in strategy and product development with the miro platform to explore and analyze customer data combined with the development of empathy maps. this is an important step for individuals or companies wanting to explore new products or services. we will practice critically examining the developed persona. you will engage in evaluating, through examples and hands-on practice, making decisions on product orientation.",https://www.coursera.org/learn/product-empathy,coursera_v1,['product development  planning  strategy  business plan  modeling  persona (user experience)  user experience  project  presentation  integral business business-strategy'],"product and service development: empathy mapping with miro coursera project network product development planning strategy business plan modeling persona (user experience) user experience project presentation integral business business-strategy beginner by the end of this project, you will be fluent in identifying and creating empathy maps based on persona for new products and services and in deriving opportunities from your analysis, thus generating positive results for your business venture. this project is designed to engage and harness your visionary and exploratory abilities. you will use proven models in strategy and product development with the miro platform to explore and analyze customer data combined with the development of empathy maps. this is an important step for individuals or companies wanting to explore new products or services. we will practice critically examining the developed persona. you will engage in evaluating, through examples and hands-on practice, making decisions on product orientation.",BUSINESS-DEVELOPMENT
an intuitive introduction to probability,University of Zurich,Studentized Residual  Normal Distribution  General Statistics  Probability & Statistics  Bayes' Theorem  probability  Conditional Probability  Bayesian  probability theory  Probability Distribution data-science probability-and-statistics,4.8,0.0,Intermediate,"this course will provide you with a basic, intuitive and practical introduction into probability theory. you will be able to learn how to apply probability theory in different scenarios and you will earn a toolbox of methods to deal with uncertainty in your daily life. the course is split in 5 modules. in each module you will first have an easy introduction into the topic, which will serve as a basis to further develop your knowledge about the topic and acquire the tools to deal with uncertainty. additionally, you will have the opportunity to complete 5 exercise sessions to reflect about the content learned in each module and start applying your earned knowledge right away. the topics covered are: probability , conditional probability , applications , random variables , and normal distribution . you will see how the modules are taught in a lively way, focusing on having an entertaining and useful learning experience we are looking forward to see you online",https://www.coursera.org/learn/introductiontoprobability,coursera_v1,"[""studentized residual  normal distribution  general statistics  probability & statistics  bayes' theorem  probability  conditional probability  bayesian  probability theory  probability distribution data-science probability-and-statistics""]","an intuitive introduction to probability university of zurich studentized residual normal distribution general statistics probability & statistics bayes' theorem probability conditional probability bayesian probability theory probability distribution data-science probability-and-statistics intermediate this course will provide you with a basic, intuitive and practical introduction into probability theory. you will be able to learn how to apply probability theory in different scenarios and you will earn a toolbox of methods to deal with uncertainty in your daily life. the course is split in 5 modules. in each module you will first have an easy introduction into the topic, which will serve as a basis to further develop your knowledge about the topic and acquire the tools to deal with uncertainty. additionally, you will have the opportunity to complete 5 exercise sessions to reflect about the content learned in each module and start applying your earned knowledge right away. the topics covered are: probability , conditional probability , applications , random variables , and normal distribution . you will see how the modules are taught in a lively way, focusing on having an entertaining and useful learning experience we are looking forward to see you online",PUBLIC-RELATIONS
global strategy ii: doing business in the global economy,University of Illinois at Urbana-Champaign,value chain  global  market (economics)  chaining  global value chain  Strategy  economy  strategic alliances  foreign direct investment  first-mover advantage business business-strategy,4.9,0.0,Advanced,"this course explores the ways firms overcome challenges when operating globally. the global economy is characterized for its high complexity and uncertainty. corporations trying to succeed in the global economy need to develop different types of strategies depending on where they are conducting business or what type business they are in. students taking this course will learn how to determine the best strategy to follow when expanding globally, the advantages and disadvantages of those strategies, and the appropriate responses to external pressures. this course is part of the imba offered by the university of illinois, a flexible, fully-accredited online mba at an incredibly competitive price. for more information, please see the resource page in this course and onlinemba.illinois.edu.",https://www.coursera.org/learn/global-strategy-two,coursera_v1,['value chain  global  market (economics)  chaining  global value chain  strategy  economy  strategic alliances  foreign direct investment  first-mover advantage business business-strategy'],"global strategy ii: doing business in the global economy university of illinois at urbana-champaign value chain global market (economics) chaining global value chain strategy economy strategic alliances foreign direct investment first-mover advantage business business-strategy advanced this course explores the ways firms overcome challenges when operating globally. the global economy is characterized for its high complexity and uncertainty. corporations trying to succeed in the global economy need to develop different types of strategies depending on where they are conducting business or what type business they are in. students taking this course will learn how to determine the best strategy to follow when expanding globally, the advantages and disadvantages of those strategies, and the appropriate responses to external pressures. this course is part of the imba offered by the university of illinois, a flexible, fully-accredited online mba at an incredibly competitive price. for more information, please see the resource page in this course and onlinemba.illinois.edu.",BANKING
dimensionality reduction using an autoencoder in python,Coursera Project Network,Scikit-Learn  project  preprocessor  Python Programming  Machine Learning  Artificial Neural Networks  linearity  Autoencoder  variance  Dimensionality Reduction data-science machine-learning,4.5,0.0,Beginner,"in this 1-hour long project, you will learn how to generate your own high-dimensional dummy dataset. you will then learn how to preprocess it effectively before training a baseline pca model. you will learn the theory behind the autoencoder, and how to train one in scikit-learn. you will also learn how to extract the encoder portion of it to reduce dimensionality of your input data. in the course of this project, you will also be exposed to some basic clustering strength metrics. note: this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",https://www.coursera.org/learn/dimensionality-reduction-autoencoder-python,coursera_v1,['scikit-learn  project  preprocessor  python programming  machine learning  artificial neural networks  linearity  autoencoder  variance  dimensionality reduction data-science machine-learning'],"dimensionality reduction using an autoencoder in python coursera project network scikit-learn project preprocessor python programming machine learning artificial neural networks linearity autoencoder variance dimensionality reduction data-science machine-learning beginner in this 1-hour long project, you will learn how to generate your own high-dimensional dummy dataset. you will then learn how to preprocess it effectively before training a baseline pca model. you will learn the theory behind the autoencoder, and how to train one in scikit-learn. you will also learn how to extract the encoder portion of it to reduce dimensionality of your input data. in the course of this project, you will also be exposed to some basic clustering strength metrics. note: this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",ENGINEERING
lesson business english skills: how to write effective openings and closings to emails,University of Washington,Sales  Proofreading  Writing  email  Deep Learning  english language  Business Writing  Business Communication  interview  email writing language-learning learning-english,4.5,0.0,Intermediate,"this lesson is part of a full course, business english networking. take this lesson to get a short tutorial on the learning objectives covered. to dive deeper into this topic, take the full course. by the end of this lesson, you will be able to: - write effective sentences to begin an email - write friendly, closing sentences",https://www.coursera.org/learn/lesson-business-english-skills-how-to-write-effective-openings-and-closings-to-emails,coursera_v1,['sales  proofreading  writing  email  deep learning  english language  business writing  business communication  interview  email writing language-learning learning-english'],"lesson business english skills: how to write effective openings and closings to emails university of washington sales proofreading writing email deep learning english language business writing business communication interview email writing language-learning learning-english intermediate this lesson is part of a full course, business english networking. take this lesson to get a short tutorial on the learning objectives covered. to dive deeper into this topic, take the full course. by the end of this lesson, you will be able to: - write effective sentences to begin an email - write friendly, closing sentences",PUBLIC-RELATIONS
autodesk certified professional: revit for architectural design exam prep,Autodesk,architectural design  p-rep  autodesk revit architecture  autocad architecture  architecture  Construction Management  building information modeling  Autodesk  architectural rendering  test preparation physical-science-and-engineering mechanical-engineering,4.7,0.0,Intermediate,"prove to potential employers that you re up to the task by becoming an autodesk certified professional. this online course from autodesk prepares you by offering an overview of skills that match what is covered in the autodesk certified professional: revit for architectural design exam. the video lessons are structured to match the exam s objective domains and follow the typical workflow and features of the autodesk revit architecture software, including sections on modeling and materials, families, documentation, views, and revit project management. in the course, you'll review advanced modeling architectural topics and work with walls, floors, roofs, ceilings, stairs, columns, and rooms. you'll also gain an understanding of exam topics such as family categories and types, phases and design options, schedules, and worksharing. brush up on selection sets, detail components, color schemes, levels and grids, and much more. about the autodesk certified professional: revit for architectural design exam: the autodesk certified professional: revit for architectural design exam is the recognized standard for measuring your architectural design skills and knowledge in revit. the certification enables you to showcase your abilities and also signals to potential employers that your skills have been validated. this type of experience typically comes from having worked with the software on a regular basis for at least 2 years, equivalent to approximately 400 hours (minimum) - 1200 hours (recommended), of real-world autodesk software experience. the autodesk certified professional (acp) certifications exams can be taken at a pearson vue testing center or through onvue, pearson vue s online proctored environment. candidates are given 120 minutes to complete a certification exam and should review the testing center polices and requirements before scheduling. ready to take the exam schedule to take the exam online or find a testing center near you on pearsonvue.com/autodesk.",https://www.coursera.org/learn/autodesk-revit-architectural-design,coursera_v1,['architectural design  p-rep  autodesk revit architecture  autocad architecture  architecture  construction management  building information modeling  autodesk  architectural rendering  test preparation physical-science-and-engineering mechanical-engineering'],"autodesk certified professional: revit for architectural design exam prep autodesk architectural design p-rep autodesk revit architecture autocad architecture architecture construction management building information modeling autodesk architectural rendering test preparation physical-science-and-engineering mechanical-engineering intermediate prove to potential employers that you re up to the task by becoming an autodesk certified professional. this online course from autodesk prepares you by offering an overview of skills that match what is covered in the autodesk certified professional: revit for architectural design exam. the video lessons are structured to match the exam s objective domains and follow the typical workflow and features of the autodesk revit architecture software, including sections on modeling and materials, families, documentation, views, and revit project management. in the course, you'll review advanced modeling architectural topics and work with walls, floors, roofs, ceilings, stairs, columns, and rooms. you'll also gain an understanding of exam topics such as family categories and types, phases and design options, schedules, and worksharing. brush up on selection sets, detail components, color schemes, levels and grids, and much more. about the autodesk certified professional: revit for architectural design exam: the autodesk certified professional: revit for architectural design exam is the recognized standard for measuring your architectural design skills and knowledge in revit. the certification enables you to showcase your abilities and also signals to potential employers that your skills have been validated. this type of experience typically comes from having worked with the software on a regular basis for at least 2 years, equivalent to approximately 400 hours (minimum) - 1200 hours (recommended), of real-world autodesk software experience. the autodesk certified professional (acp) certifications exams can be taken at a pearson vue testing center or through onvue, pearson vue s online proctored environment. candidates are given 120 minutes to complete a certification exam and should review the testing center polices and requirements before scheduling. ready to take the exam schedule to take the exam online or find a testing center near you on pearsonvue.com/autodesk.",CONSTRUCTION
forecasting models for marketing decisions,Emory University,customer analytics  product forecasting  choice modelling  Market Analysis  market value  consumer behaviour  Marketing  marketing mix modeling  market (economics)  Forecasting business marketing,4.2,0.0,Intermediate,"how will customers act in the future what will demand for our products and services be how much inventory should we order for the next season beyond simply forecasting what customers will do, marketers need to understand how their actions can shape future behavior. in developing forecasting tools with excel, learners will develop an understanding of the basic components of a forecasting model, how to build their own forecasting models, and how to evaluate the performance of forecasting models. all of this is done using microsoft excel, ensuring that learners can take their skills and apply them to their own business problems.",https://www.coursera.org/learn/forecasting-models-marketing-decisions,coursera_v1,['customer analytics  product forecasting  choice modelling  market analysis  market value  consumer behaviour  marketing  marketing mix modeling  market (economics)  forecasting business marketing'],"forecasting models for marketing decisions emory university customer analytics product forecasting choice modelling market analysis market value consumer behaviour marketing marketing mix modeling market (economics) forecasting business marketing intermediate how will customers act in the future what will demand for our products and services be how much inventory should we order for the next season beyond simply forecasting what customers will do, marketers need to understand how their actions can shape future behavior. in developing forecasting tools with excel, learners will develop an understanding of the basic components of a forecasting model, how to build their own forecasting models, and how to evaluate the performance of forecasting models. all of this is done using microsoft excel, ensuring that learners can take their skills and apply them to their own business problems.",BUSINESS-DEVELOPMENT
executive data science capstone,Johns Hopkins University,Risk  Data Management  Data Science  project  Communication  Data Analysis  Leadership and Management  team management  analysis  decision management business leadership-and-management,4.6,0.0,Intermediate,"the executive data science capstone, the specialization s culminating project, is an opportunity for people who have completed all four eds courses to apply what they've learned to a real-world scenario developed in collaboration with zillow, a data-driven online real estate and rental marketplace, and datacamp, a web-based platform for data science programming. your task will be to lead a virtual data science team and make key decisions along the way to demonstrate that you have what it takes to shepherd a complex analysis project from start to finish. for the final project, you will prepare and submit a presentation, which will be evaluated and graded by your fellow capstone participants. course cover image by luckey_sun. creative commons by-sa https://flic.kr/p/bx1jvu",https://www.coursera.org/learn/executive-data-science-capstone,coursera_v1,['risk  data management  data science  project  communication  data analysis  leadership and management  team management  analysis  decision management business leadership-and-management'],"executive data science capstone johns hopkins university risk data management data science project communication data analysis leadership and management team management analysis decision management business leadership-and-management intermediate the executive data science capstone, the specialization s culminating project, is an opportunity for people who have completed all four eds courses to apply what they've learned to a real-world scenario developed in collaboration with zillow, a data-driven online real estate and rental marketplace, and datacamp, a web-based platform for data science programming. your task will be to lead a virtual data science team and make key decisions along the way to demonstrate that you have what it takes to shepherd a complex analysis project from start to finish. for the final project, you will prepare and submit a presentation, which will be evaluated and graded by your fellow capstone participants. course cover image by luckey_sun. creative commons by-sa https://flic.kr/p/bx1jvu",PUBLIC-RELATIONS
